"Nr","Company","Location_HQ","Region","USState","Country","Continent","Laid_Off","layoff_date","Percentage","Company_Size_before_Layoffs","Company_Size_after_layoffs","industry_clean","Stage","Money_Raised_in__mil","Year","latitude","longitude","industry_grouped","layoff_severity_bucket","pct_laid_off_bucket","layoff_month","layoff_quarter","year_month","calculated_pct_laid_off","company_stage_simplified","funding_bucket","is_large_layoff"
2126,"Meta","Menlo Park","San Francisco Bay Area","California","USA","North America","3600","2025-02-10","5","72000","68400","CONSUMER","Post-IPO","26000",2025,"37.4519671","-122.177992","Retail / Consumer","Large","Low (≤10%)","2025-02","Q1","2025-02","5.0","Public","High (>$200M)",1
347,"Glossier","New York City","other","New York","USA","North America","80","2022-01-26","33","242","162","CONSUMER","Series E","266",2022,"40.7127281","-74.0060152","Retail / Consumer","Medium","High (26–50%)","2022-01","Q1","2022-01","33.1","Late Stage","High (>$200M)",0
404,"Airtime","New York City","other","New York","USA","North America","30","2022-05-23","20","150","120","CONSUMER","Series B","33",2022,"40.7127281","-74.0060152","Retail / Consumer","Small","Medium (11–25%)","2022-05","Q2","2022-05","20.0","Early Stage","Low (<$50M)",0
1498,"Riot Gaming","Los Angeles","other","California","USA","North America","530","2024-01-22","11","4818","4288","CONSUMER","Acquired","21",2024,"34.0536909","-118.242766","Retail / Consumer","Large","Medium (11–25%)","2024-01","Q1","2024-01","11.0","Other / Mid-Stage","Low (<$50M)",1
138,"Yelp","San Francisco","San Francisco Bay Area","California","USA","North America","1000","2020-04-09","17","5882","4882","CONSUMER","Post-IPO","56",2020,"37.7792588","-122.4193286","Retail / Consumer","Large","Medium (11–25%)","2020-04","Q2","2020-04","17.0","Public","Medium ($50–200M)",1
1581,"Mozilla","San Francisco","San Francisco Bay Area","California","USA","North America","60","2024-02-13","5","1200","1140","CONSUMER","Unknown","2",2024,"37.7792588","-122.4193286","Retail / Consumer","Medium","Low (≤10%)","2024-02","Q1","2024-02","5.0","Unknown / Other","Low (<$50M)",0
672,"Snap","Los Angeles","other","California","USA","North America","1280","2022-08-31","20","6400","5120","CONSUMER","Post-IPO","4900",2022,"34.0536909","-118.242766","Retail / Consumer","Large","Medium (11–25%)","2022-08","Q3","2022-08","20.0","Public","High (>$200M)",1
1248,"Sonos","New York City","other","New York","USA","North America","130","2023-06-14","7","1857","1727","CONSUMER","Post-IPO","455",2023,"40.7127281","-74.0060152","Retail / Consumer","Medium","Low (≤10%)","2023-06","Q2","2023-06","7.0","Public","High (>$200M)",0
1473,"Discord","San Francisco","San Francisco Bay Area","California","USA","North America","170","2024-01-11","17","1000","830","CONSUMER","Series H","995",2024,"37.7792588","-122.4193286","Retail / Consumer","Medium","Medium (11–25%)","2024-01","Q1","2024-01","17.0","Other / Mid-Stage","High (>$200M)",0
58,"Rover","Seattle","Cascadia","Washington","USA","North America","194","2020-03-31","41","473","279","CONSUMER","Series G","310",2020,"47.6038321","-122.330062","Retail / Consumer","Medium","High (26–50%)","2020-03","Q1","2020-03","41.0","Other / Mid-Stage","High (>$200M)",0
1066,"iRobot","Boston","other","Massachusetts","USA","North America","85","2023-02-13","7","1214","1129","CONSUMER","Acquired","30",2023,"42.3554334","-71.060511","Retail / Consumer","Medium","Low (≤10%)","2023-02","Q1","2023-02","7.0","Other / Mid-Stage","Low (<$50M)",0
1455,"Twitch","San Francisco","San Francisco Bay Area","California","USA","North America","500","2024-01-09","35","1428","928","CONSUMER","Acquired","35",2024,"37.7792588","-122.4193286","Retail / Consumer","Large","High (26–50%)","2024-01","Q1","2024-01","35.0","Other / Mid-Stage","Low (<$50M)",1
419,"Mobile Premier League","Bengaluru","other","Karnataka","India","Asia","100","2022-05-30","10","1000","900","CONSUMER","Series E","375",2022,"12.98815675","77.62260004","Retail / Consumer","Medium","Low (≤10%)","2022-05","Q2","2022-05","10.0","Late Stage","High (>$200M)",0
397,"Picsart","Miami","other","Florida","USA","North America","90","2022-05-17","8","1125","1035","CONSUMER","Series C","195",2022,"25.7741728","-80.19362","Retail / Consumer","Medium","Low (≤10%)","2022-05","Q2","2022-05","8.0","Late Stage","Medium ($50–200M)",0
1094,"Eventbrite","San Francisco","San Francisco Bay Area","California","USA","North America","80","2023-02-28","8","1000","920","CONSUMER","Post-IPO","557",2023,"37.7792588","-122.4193286","Retail / Consumer","Medium","Low (≤10%)","2023-02","Q1","2023-02","8.0","Public","High (>$200M)",0
581,"Blockchain.com","London","other","England","UK","Europe","150","2022-07-21","25","600","450","CRYPTO","Series D","490",2022,"51.4893335","-0.144055085","Crypto / Blockchain","Medium","Medium (11–25%)","2022-07","Q3","2022-07","25.0","Late Stage","High (>$200M)",0
406,"Buenbit","Buenos Aires","other","non","Argentina","South America","80","2022-05-23","45","178","98","CRYPTO","Series A","11",2022,"-34.6037181","-58.38153","Crypto / Blockchain","Medium","High (26–50%)","2022-05","Q2","2022-05","44.9","Early Stage","Low (<$50M)",0
779,"Exodus","Nebraska City","other","Nebraska","USA","North America","59","2022-11-04","22","268","209","CRYPTO","Unknown","60",2022,"40.676526","-95.858694","Crypto / Blockchain","Medium","Medium (11–25%)","2022-11","Q4","2022-11","22.0","Unknown / Other","Medium ($50–200M)",0
415,"Bitso","Mexico City","other","non","Mexico","North America","80","2022-05-26","11","727","647","CRYPTO","Series C","378",2022,"19.4326296","-99.1331785","Crypto / Blockchain","Medium","Medium (11–25%)","2022-05","Q2","2022-05","11.0","Late Stage","High (>$200M)",0
770,"Dapper Labs","Vancouver","Cascadia","British Columbia","Canada","North America","134","2022-11-02","22","609","475","CRYPTO","Series D","607",2022,"49.2608724","-123.113952","Crypto / Blockchain","Medium","Medium (11–25%)","2022-11","Q4","2022-11","22.0","Late Stage","High (>$200M)",0
424,"2TM","Sao Paulo","other","State of São Paulo","Brazil","South America","90","2022-06-01","12","750","660","CRYPTO","Unknown","250",2022,"-23.5506507","-46.6333824","Crypto / Blockchain","Medium","Medium (11–25%)","2022-06","Q2","2022-06","12.0","Unknown / Other","High (>$200M)",0
432,"Gemini","New York City","other","New York","USA","North America","100","2022-06-02","10","1000","900","CRYPTO","Unknown","423",2022,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Low (≤10%)","2022-06","Q2","2022-06","10.0","Unknown / Other","High (>$200M)",0
1566,"Fireblocks","New York City","other","New York","USA","North America","20","2024-02-07","3","667","647","CRYPTO","Series E","1",2024,"40.7127281","-74.0060152","Crypto / Blockchain","Small","Low (≤10%)","2024-02","Q1","2024-02","3.0","Late Stage","Low (<$50M)",0
1080,"Fireblocks","New York City","other","New York","USA","North America","30","2023-02-20","5","600","570","CRYPTO","Series E","1000",2023,"40.7127281","-74.0060152","Crypto / Blockchain","Small","Low (≤10%)","2023-02","Q1","2023-02","5.0","Late Stage","High (>$200M)",0
841,"Lemon","Buenos Aires","other","non","Argentina","South America","100","2022-11-24","38","263","163","CRYPTO","Series A","17",2022,"-34.6037181","-58.38153","Crypto / Blockchain","Medium","High (26–50%)","2022-11","Q4","2022-11","38.0","Early Stage","Low (<$50M)",0
1547,"Polygon","Cayman Islands","other","non","Cayman Islands","North America","60","2024-02-01","19","316","256","CRYPTO","Unknown","451",2024,"19.70318225","-79.91746272","Crypto / Blockchain","Medium","Medium (11–25%)","2024-02","Q1","2024-02","19.0","Unknown / Other","High (>$200M)",0
456,"Crypto.com","Singapore","other","non","Singapore","Asia","260","2022-06-10","5","5200","4940","CRYPTO","Unknown","156",2022,"1.2899175","103.8519072","Crypto / Blockchain","Large","Low (≤10%)","2022-06","Q2","2022-06","5.0","Unknown / Other","Medium ($50–200M)",1
460,"BlockFi","New York City","other","New York","USA","North America","250","2022-06-13","20","1250","1000","CRYPTO","Series E","1000",2022,"40.7127281","-74.0060152","Crypto / Blockchain","Large","Medium (11–25%)","2022-06","Q2","2022-06","20.0","Late Stage","High (>$200M)",1
464,"Coinbase","San Francisco","San Francisco Bay Area","California","USA","North America","1100","2022-06-14","18","6111","5011","CRYPTO","Post-IPO","549",2022,"37.7792588","-122.4193286","Crypto / Blockchain","Large","Medium (11–25%)","2022-06","Q2","2022-06","18.0","Public","High (>$200M)",1
468,"TIFIN","Boulder","other","Colorado","USA","North America","24","2022-06-14","10","240","216","CRYPTO","Series D","204",2022,"40.0149856","-105.270545","Crypto / Blockchain","Small","Low (≤10%)","2022-06","Q2","2022-06","10.0","Late Stage","High (>$200M)",0
1287,"Figure","San Francisco","San Francisco Bay Area","California","USA","North America","90","2023-07-26","20","450","360","CRYPTO","Unknown","1500",2023,"37.7792588","-122.4193286","Crypto / Blockchain","Medium","Medium (11–25%)","2023-07","Q3","2023-07","20.0","Unknown / Other","High (>$200M)",0
481,"BitOasis","Dubai","other","non","United Arabian Emirates","Asia","9","2022-06-19","5","180","171","CRYPTO","Series B","30",2022,"25.276987","55.296249","Crypto / Blockchain","Small","Low (≤10%)","2022-06","Q2","2022-06","5.0","Early Stage","Low (<$50M)",0
597,"Coinsquare","Toronto","other","Ontario","Canada","North America","30","2022-07-27","24","125","95","CRYPTO","Unknown","98",2022,"43.6534817","-79.3839347","Crypto / Blockchain","Small","Medium (11–25%)","2022-07","Q3","2022-07","24.0","Unknown / Other","Medium ($50–200M)",0
593,"Immutable","Sydney","other","New South Wales","Australia","Oceana","20","2022-07-26","6","333","313","CRYPTO","Series C","279",2022,"-33.8698439","151.2082848","Crypto / Blockchain","Small","Low (≤10%)","2022-07","Q3","2022-07","6.0","Late Stage","High (>$200M)",0
842,"Quidax","Lagos","other","non","Nigeria","Africa","20","2022-11-24","20","100","80","CRYPTO","Unknown","3",2022,"6.4550575","3.3941795","Crypto / Blockchain","Small","Medium (11–25%)","2022-11","Q4","2022-11","20.0","Unknown / Other","Low (<$50M)",0
502,"Bitpanda","Vienna","other","non","Austria","Europe","270","2022-06-24","27","1000","730","CRYPTO","Series C","546",2022,"48.2083537","16.3725042","Crypto / Blockchain","Large","High (26–50%)","2022-06","Q2","2022-06","27.0","Late Stage","High (>$200M)",1
506,"Banxa","Melbourne","other","Victoria","Australia","Oceana","70","2022-06-27","30","233","163","CRYPTO","Post-IPO","13",2022,"-37.8142454","144.9631732","Crypto / Blockchain","Medium","High (26–50%)","2022-06","Q2","2022-06","30.0","Public","Low (<$50M)",0
512,"Huobi","Beijing","other","non","China","Asia","300","2022-06-28","30","1000","700","CRYPTO","Unknown","2",2022,"39.916668","116.383331","Crypto / Blockchain","Large","High (26–50%)","2022-06","Q2","2022-06","30.0","Unknown / Other","Low (<$50M)",1
524,"Abra","Mountain View","San Francisco Bay Area","California","USA","North America","12","2022-06-30","5","240","228","CRYPTO","Series C","106",2024,"37.3893889","-122.0832101","Crypto / Blockchain","Small","Low (≤10%)","2022-06","Q2","2024-06","5.0","Late Stage","Medium ($50–200M)",0
1085,"Polygon","Bengaluru","other","Karnataka","India","Asia","100","2023-02-21","20","500","400","CRYPTO","Unknown","451",2023,"12.98815675","77.62260004","Crypto / Blockchain","Medium","Medium (11–25%)","2023-02","Q1","2023-02","20.0","Unknown / Other","High (>$200M)",0
534,"Celsius","New York City","other","New York","USA","North America","150","2022-07-03","25","600","450","CRYPTO","Series B","864",2022,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Medium (11–25%)","2022-07","Q3","2022-07","25.0","Early Stage","High (>$200M)",0
539,"Bullish","Hong Kong","other","non","Hong Kong","Asia","30","2022-07-05","8","375","345","CRYPTO","Unknown","300",2022,"22.2793278","114.1628131","Crypto / Blockchain","Small","Low (≤10%)","2022-07","Q3","2022-07","8.0","Unknown / Other","High (>$200M)",0
573,"Gemini","New York City","other","New York","USA","North America","68","2022-07-18","7","971","903","CRYPTO","Unknown","423",2022,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Low (≤10%)","2022-07","Q3","2022-07","7.0","Unknown / Other","High (>$200M)",0
1347,"Chia Network","San Francisco","San Francisco Bay Area","California","USA","North America","26","2023-10-02","37","70","44","CRYPTO","Series D","70",2023,"37.7792588","-122.4193286","Crypto / Blockchain","Small","High (26–50%)","2023-10","Q4","2023-10","37.1","Late Stage","Medium ($50–200M)",0
1346,"Chainalysis","New York City","other","New York","USA","North America","150","2023-10-02","15","1000","850","CRYPTO","Series F","536",2023,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Medium (11–25%)","2023-10","Q4","2023-10","15.0","Other / Mid-Stage","High (>$200M)",0
568,"Unstoppable Do.","San Francisco","San Francisco Bay Area","California","USA","North America","42","2022-07-14","25","168","126","CRYPTO","Series B","7",2022,"37.7792588","-122.4193286","Crypto / Blockchain","Small","Medium (11–25%)","2022-07","Q3","2022-07","25.0","Early Stage","Low (<$50M)",0
2063,"Circle","Boston","other","Massachusetts","USA","North America","50","2024-12-05","6","833","783","CRYPTO","Private Equity","1",2024,"42.3554334","-71.060511","Crypto / Blockchain","Small","Low (≤10%)","2024-12","Q4","2024-12","6.0","Late Stage","Low (<$50M)",0
848,"Candy Digital","New York City","other","New York","USA","North America","33","2022-11-28","33","100","67","CRYPTO","Series A","100",2022,"40.7127281","-74.0060152","Crypto / Blockchain","Small","High (26–50%)","2022-11","Q4","2022-11","33.0","Early Stage","Medium ($50–200M)",0
170,"ConsenSys","New York City","other","New York","USA","North America","91","2020-04-20","14","650","559","CRYPTO","Unknown","10",2020,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Medium (11–25%)","2020-04","Q2","2020-04","14.0","Unknown / Other","Low (<$50M)",0
1027,"Chainalysis","New York City","other","New York","USA","North America","44","2023-02-01","5","880","836","CRYPTO","Series F","536",2023,"40.7127281","-74.0060152","Crypto / Blockchain","Small","Low (≤10%)","2023-02","Q1","2023-02","5.0","Other / Mid-Stage","High (>$200M)",0
2016,"Kraken","San Francisco","San Francisco Bay Area","California","USA","North America","400","2024-10-30","15","2667","2267","CRYPTO","Unknown","134",2024,"37.7792588","-122.4193286","Crypto / Blockchain","Large","Medium (11–25%)","2024-10","Q4","2024-10","15.0","Unknown / Other","Medium ($50–200M)",1
2011,"ConsenSys","New York City","other","New York","USA","North America","163","2024-10-29","20","815","652","CRYPTO","Series D","726",2024,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Medium (11–25%)","2024-10","Q4","2024-10","20.0","Late Stage","High (>$200M)",0
942,"ConsenSys","New York City","other","New York","USA","North America","100","2023-01-10","11","909","809","CRYPTO","Series D","726",2023,"40.7127281","-74.0060152","Crypto / Blockchain","Medium","Medium (11–25%)","2023-01","Q1","2023-01","11.0","Late Stage","High (>$200M)",0
852,"CoinJar","Melbourne","other","Victoria","Australia","Oceana","10","2022-11-29","20","50","40","CRYPTO","Unknown","1",2022,"-37.8142454","144.9631732","Crypto / Blockchain","Small","Medium (11–25%)","2022-11","Q4","2022-11","20.0","Unknown / Other","Low (<$50M)",0
1112,"Anchorage Digital","San Francisco","San Francisco Bay Area","California","USA","North America","75","2023-03-14","20","375","300","CRYPTO","Series D","487",2023,"37.7792588","-122.4193286","Crypto / Blockchain","Medium","Medium (11–25%)","2023-03","Q1","2023-03","20.0","Late Stage","High (>$200M)",0
